Klucz klienta,Klucz Geograficzny,Imię,Nazwisko,Data urodzenia,Stan cywilny,Płeć,Ilość dzieci
28711.0,215.0,Rebekah,Torres,1968-11-25 00:00:00,M,F,1.0
28712.0,274.0,Gregory,Goel,1968-12-06 00:00:00,S,M,1.0
28713.0,215.0,Franklin,Nath,1968-11-26 00:00:00,M,M,0.0
28714.0,39.0,Arturo,Gao,1966-06-21 00:00:00,S,M,2.0
28715.0,23.0,Maria,Foster,1965-09-19 00:00:00,S,F,2.0
28716.0,38.0,Darren,Garcia,1965-07-09 00:00:00,S,M,3.0
28717.0,12.0,Calvin,Anand,1965-07-21 00:00:00,M,M,3.0
28718.0,6.0,Cassandra,Raman,1965-03-26 00:00:00,M,F,3.0
28719.0,5.0,Neil,Vazquez,1968-04-18 00:00:00,S,M,0.0
28720.0,20.0,Candice,Liu,1965-05-28 00:00:00,S,F,0.0
28721.0,25.0,Jaclyn,Lin,1964-09-03 00:00:00,M,F,3.0
28722.0,184.0,Carmen,Stone,1973-11-22 00:00:00,S,F,0.0
28723.0,273.0,Ryan,Yang,1973-10-23 00:00:00,S,M,0.0
28724.0,194.0,Marvin,Navarro,1974-10-07 00:00:00,S,M,0.0
28725.0,224.0,Edward,Jenkins,1974-10-10 00:00:00,S,M,0.0
28726.0,168.0,Kelli,Liang,1980-06-16 00:00:00,S,F,0.0
28727.0,188.0,Brett,Madan,1980-11-01 00:00:00,S,M,0.0
28728.0,186.0,Dylan,Long,1980-02-12 00:00:00,S,M,0.0
28729.0,250.0,Heather,Sun,1980-08-16 00:00:00,S,F,0.0
28730.0,269.0,Nicole,Robinson,1979-10-20 00:00:00,S,F,0.0
28731.0,232.0,Jermaine,Subram,1974-03-16 00:00:00,S,M,0.0
28732.0,238.0,Bianca,Yang,1974-03-20 00:00:00,M,F,1.0
28733.0,245.0,Diana,Ramos,1974-10-01 00:00:00,M,F,1.0
28734.0,254.0,Briana,Moreno,1974-05-15 00:00:00,M,F,1.0
28735.0,237.0,Kimberly,Morgan,1973-10-06 00:00:00,S,F,0.0
28736.0,212.0,Paula,Navarro,1973-04-23 00:00:00,S,F,0.0
28737.0,183.0,Eugene,Lin,1972-03-22 00:00:00,S,M,0.0
28738.0,257.0,Lori,Romero,1972-03-23 00:00:00,M,F,0.0
28739.0,220.0,Mya,Perry,1973-03-22 00:00:00,S,F,0.0
28740.0,194.0,Alisha,Alan,1973-04-05 00:00:00,M,F,1.0
28741.0,162.0,Bruce,Dominguez,1973-10-21 00:00:00,M,M,1.0
28742.0,235.0,Erick,Vance,1973-02-26 00:00:00,M,M,1.0
28743.0,196.0,Kelly,Wood,1915-05-18 00:00:00,S,F,2.0
28744.0,153.0,Jenny,Xu,1972-07-05 00:00:00,S,F,0.0
28745.0,259.0,Geoffrey,Rana,1971-08-25 00:00:00,S,M,0.0
28746.0,242.0,Juan,Ruiz,1971-11-06 00:00:00,M,M,0.0
28747.0,229.0,Arthur,Gonzalez,1971-05-28 00:00:00,M,M,0.0
28748.0,236.0,Kelly,Washington,1971-10-05 00:00:00,S,F,0.0
28749.0,221.0,Franklin,Zhou,1972-10-08 00:00:00,S,M,0.0
28750.0,196.0,Andy,Romero,1972-12-22 00:00:00,M,M,1.0
28751.0,194.0,Joe,Belson,1972-05-28 00:00:00,M,M,1.0
28752.0,123.0,Andre,Subram,1972-11-17 00:00:00,S,M,1.0
28753.0,274.0,Kristine,Carlson,1971-07-09 00:00:00,S,F,0.0
28754.0,152.0,Chad,Nara,1971-04-25 00:00:00,S,M,0.0
28755.0,269.0,Raymond,Gonzalez,1971-05-25 00:00:00,S,M,0.0
28756.0,205.0,Stacey,Hee,1970-06-01 00:00:00,S,F,2.0
28757.0,201.0,Ronald,Rodriguez,1971-09-20 00:00:00,M,M,2.0
28758.0,210.0,Troy,Rodriguez,1971-08-08 00:00:00,M,M,2.0
28759.0,237.0,Melissa,Rivera,1971-04-03 00:00:00,S,F,2.0
28760.0,539.0,Lucas,Hall,1975-11-20 00:00:00,M,M,3.0
28761.0,315.0,Robert,Campbell,1975-10-19 00:00:00,S,M,3.0
28762.0,546.0,Aaron,Henderson,1974-11-12 00:00:00,M,M,3.0
28763.0,302.0,Mohamed,Pal,1974-07-23 00:00:00,S,F,3.0
28764.0,310.0,Frank,Rubio,1974-02-10 00:00:00,S,M,3.0
28765.0,358.0,Abigail,Gonzales,1974-02-25 00:00:00,M,F,0.0
28766.0,41.0,Joe,Alonso,1975-02-03 00:00:00,S,M,3.0
28767.0,49.0,Gilbert,Hu,1975-08-27 00:00:00,M,M,3.0
28768.0,612.0,Emmanuel,Rodriguez,1966-07-04 00:00:00,S,M,0.0
28769.0,616.0,Brianna,Foster,1966-09-07 00:00:00,S,F,0.0
28770.0,552.0,Sebastian,James,1966-07-02 00:00:00,M,M,0.0
28771.0,64.0,Katherine,Russell,1954-08-08 00:00:00,S,F,3.0
28772.0,552.0,Eric,Hughes,1954-04-27 00:00:00,M,M,1.0
28773.0,300.0,Gerald,Malhotra,1954-09-27 00:00:00,S,M,1.0
28774.0,311.0,Latasha,Rowe,1954-05-21 00:00:00,M,F,1.0
28775.0,335.0,Morgan,Anderson,1954-05-26 00:00:00,M,F,1.0
28776.0,383.0,Abigail,Morris,1955-10-11 00:00:00,S,F,3.0
28777.0,648.0,Brittany,Wood,1955-06-17 00:00:00,S,F,3.0
28778.0,49.0,Maurice,Sharma,1955-09-10 00:00:00,M,M,1.0
28779.0,66.0,Morgan,Reed,1955-04-15 00:00:00,S,F,1.0
28780.0,637.0,Melissa,Griffin,1956-01-07 00:00:00,M,F,3.0
28781.0,358.0,Alex,Collins,1956-05-15 00:00:00,S,M,3.0
28782.0,312.0,Cody,Howard,1956-03-11 00:00:00,M,M,2.0
28783.0,543.0,Makayla,Rivera,1957-07-06 00:00:00,M,F,2.0
28784.0,307.0,Briana,Gomez,1957-12-22 00:00:00,M,F,2.0
28785.0,326.0,Jose,Foster,1957-08-28 00:00:00,S,M,2.0
28786.0,612.0,Erick,Prasad,1957-07-23 00:00:00,M,M,2.0
28787.0,611.0,Gabrielle,Wood,1957-04-05 00:00:00,M,F,2.0
28788.0,310.0,Dominique,Martinez,1957-10-09 00:00:00,M,F,2.0
28789.0,312.0,Elijah,Zhang,1957-03-11 00:00:00,S,M,2.0
28790.0,542.0,Seth,Howard,1958-08-10 00:00:00,S,M,2.0
28791.0,641.0,Richard,Johnston,1958-07-05 00:00:00,M,M,1.0
28792.0,612.0,Henry,Stone,1958-03-09 00:00:00,S,M,2.0
28793.0,633.0,Alexander,Jackson,1958-05-14 00:00:00,M,M,2.0
28794.0,552.0,Juan,Cooper,1959-11-01 00:00:00,S,M,2.0
28795.0,345.0,Jesse,Allen,1959-01-14 00:00:00,S,M,2.0
28796.0,300.0,Cameron,Coleman,1959-10-25 00:00:00,M,M,2.0
28797.0,348.0,Alexandra,Wood,1959-10-18 00:00:00,S,F,2.0
28798.0,62.0,Timothy,Phillips,1959-06-17 00:00:00,S,M,2.0
28799.0,325.0,Amber,Nelson,1959-06-14 00:00:00,S,F,2.0
28800.0,302.0,Mason,Sanchez,1959-03-07 00:00:00,S,M,2.0
28801.0,616.0,Katelyn,Hall,1972-08-13 00:00:00,S,F,0.0
28802.0,56.0,Allison,Nelson,1972-09-16 00:00:00,M,F,0.0
28803.0,623.0,Gabriella,Edwards,1972-01-04 00:00:00,S,F,0.0
28804.0,301.0,Wyatt,Allen,1972-12-13 00:00:00,S,M,0.0
28805.0,339.0,Marissa,Bennett,1972-08-20 00:00:00,M,F,0.0
28806.0,595.0,Randall,Hernandez,1973-11-19 00:00:00,S,M,0.0
28807.0,539.0,Maria,Cox,1973-09-12 00:00:00,M,F,0.0
28808.0,626.0,Trinity,Watson,1973-11-19 00:00:00,S,F,0.0
28809.0,552.0,Isaac,Cooper,1973-09-20 00:00:00,M,M,1.0
28810.0,312.0,Kaylee,Blue,1973-04-17 00:00:00,M,F,1.0
28811.0,329.0,Caleb,Phillips,1973-02-12 00:00:00,M,M,1.0
28812.0,347.0,Brianna,Watson,1973-04-21 00:00:00,M,F,1.0
28813.0,355.0,Cameron,Washington,1971-11-06 00:00:00,M,M,4.0
28814.0,612.0,Anna,Butler,1971-03-22 00:00:00,M,F,1.0
28815.0,374.0,Lauren,James,1971-04-25 00:00:00,M,F,1.0
28816.0,539.0,Jessica,Cox,1971-07-14 00:00:00,S,F,1.0
28817.0,59.0,James,Lee,1971-09-12 00:00:00,M,M,1.0
28818.0,49.0,Dwayne,Hernandez,1972-05-02 00:00:00,M,M,1.0
28819.0,58.0,Grace,Bennett,1972-10-11 00:00:00,M,F,1.0
28820.0,609.0,Naomi,Alvarez,1972-07-20 00:00:00,M,F,1.0
28821.0,618.0,Blake,Jackson,1972-07-20 00:00:00,M,M,1.0
28822.0,618.0,Amanda,Alexander,1972-07-19 00:00:00,M,F,1.0
28823.0,631.0,Xavier,Brown,1972-11-17 00:00:00,M,M,1.0
28824.0,634.0,Brandon,Gonzales,1972-11-08 00:00:00,S,M,1.0
28825.0,635.0,Caleb,Hernandez,1972-08-04 00:00:00,M,M,1.0
28826.0,553.0,Jack,Sharma,1972-07-13 00:00:00,M,M,1.0
28827.0,312.0,Joshua,Robinson,1972-03-26 00:00:00,M,M,1.0
28828.0,369.0,Andrea,Murphy,1972-10-24 00:00:00,S,F,2.0
28829.0,299.0,Robert,Bryant,1970-02-15 00:00:00,M,M,1.0
28830.0,632.0,Matthew,Smith,1970-06-23 00:00:00,M,M,1.0
28831.0,329.0,Elizabeth,Harris,1970-01-15 00:00:00,M,F,1.0
28832.0,66.0,Joseph,Rodriguez,1970-05-05 00:00:00,M,M,1.0
28833.0,614.0,Abigail,Harris,1969-11-03 00:00:00,M,F,1.0
28834.0,69.0,Natalie,Hill,1969-04-28 00:00:00,M,F,2.0
28835.0,312.0,Elijah,Phillips,1969-03-25 00:00:00,S,M,2.0
28836.0,53.0,Lauren,Cook,1971-08-08 00:00:00,S,F,1.0
28837.0,59.0,Victoria,Rodriguez,1971-10-20 00:00:00,M,F,1.0
28838.0,611.0,Jasmine,Ross,1971-10-26 00:00:00,S,F,1.0
28839.0,552.0,Connor,Parker,1971-04-13 00:00:00,M,M,1.0
28840.0,301.0,Valerie,Harrison,1971-07-12 00:00:00,S,F,2.0
28841.0,310.0,Samuel,Gonzales,1971-11-06 00:00:00,M,M,2.0
28842.0,337.0,Nicole,Bailey,1971-05-20 00:00:00,M,F,3.0
28843.0,300.0,Chloe,Price,1969-01-21 00:00:00,M,F,1.0
28844.0,298.0,Emma,Rivera,1968-04-24 00:00:00,S,F,2.0
28845.0,612.0,Kaitlyn,Simmons,1968-11-07 00:00:00,S,F,2.0
28846.0,307.0,Cynthia,Lopez,1968-11-14 00:00:00,S,F,2.0
28847.0,311.0,Carly,Xu,1968-05-23 00:00:00,S,F,2.0
28848.0,69.0,Justin,Butler,1967-07-26 00:00:00,S,M,0.0
28849.0,641.0,Garrett,Murphy,1967-10-23 00:00:00,S,M,0.0
28850.0,49.0,Nelson,Hernandez,1970-11-04 00:00:00,S,M,1.0
28851.0,616.0,Miguel,Mitchell,1970-01-27 00:00:00,S,M,2.0
28852.0,542.0,Mariah,Watson,1970-09-07 00:00:00,M,F,2.0
28853.0,627.0,Miguel,Davis,1970-10-06 00:00:00,M,M,2.0
28854.0,552.0,Morgan,Walker,1970-06-09 00:00:00,S,F,3.0
28855.0,348.0,Alexandra,Perez,1967-07-25 00:00:00,S,F,0.0
28856.0,641.0,Luke,Wang,1967-06-21 00:00:00,M,M,2.0
28857.0,315.0,Matthew,Johnson,1967-06-17 00:00:00,S,M,2.0
28858.0,339.0,Aidan,Hughes,1966-01-19 00:00:00,S,M,3.0
28859.0,594.0,Micah,Cai,1966-10-09 00:00:00,S,M,3.0
28860.0,347.0,Ian,Anderson,1966-05-24 00:00:00,M,M,0.0
28861.0,634.0,Alexandra,Walker,1976-12-19 00:00:00,M,F,0.0
28862.0,642.0,Catherine,Ramirez,1976-06-26 00:00:00,S,F,0.0
28863.0,553.0,Allison,Bell,1976-12-26 00:00:00,M,F,0.0
28864.0,355.0,Natalie,Murphy,1976-04-26 00:00:00,S,F,0.0
28865.0,311.0,Alex,Reed,1974-01-05 00:00:00,M,M,0.0
28866.0,315.0,Aaron,Adams,1974-02-05 00:00:00,S,M,0.0
28867.0,338.0,Natalie,Martinez,1974-04-21 00:00:00,M,F,0.0
13978.0,635.0,Zoe,Peterson,1968-05-11 00:00:00,M,F,3.0
13979.0,633.0,Chloe,Jenkins,1979-04-03 00:00:00,S,F,0.0
13980.0,300.0,Margaret,Liu,1979-09-18 00:00:00,S,F,0.0
13981.0,31.0,Joy,Carlson,1944-06-12 00:00:00,M,F,5.0
13982.0,12.0,Clarence,Chander,1944-03-21 00:00:00,M,M,3.0
13983.0,13.0,Logan,Collins,1944-06-05 00:00:00,M,M,4.0
13984.0,359.0,Adrian,Richardson,1979-03-08 00:00:00,S,M,0.0
13985.0,372.0,Alexis,Wood,1979-04-24 00:00:00,M,F,0.0
13986.0,372.0,Chloe,Anderson,1979-10-25 00:00:00,M,F,0.0
13987.0,52.0,Eduardo,Collins,1978-11-05 00:00:00,S,M,0.0
13988.0,57.0,Miguel,White,1978-11-10 00:00:00,S,M,0.0
13989.0,612.0,Chloe,Bradley,1978-01-17 00:00:00,S,F,0.0
13990.0,548.0,Stephanie,Wood,1978-03-26 00:00:00,S,F,0.0
13991.0,638.0,Jack,Hayes,1978-03-08 00:00:00,M,M,0.0
13992.0,302.0,Gregory,Xie,1978-06-06 00:00:00,S,M,0.0
13993.0,302.0,Zachary,Patterson,1978-08-24 00:00:00,M,M,0.0
13994.0,18.0,Isaac,Cook,1946-07-17 00:00:00,M,M,2.0
13995.0,35.0,Michele,Black,1947-06-10 00:00:00,M,F,4.0
13996.0,11.0,Marie,Perez,1947-09-08 00:00:00,M,F,4.0
13997.0,30.0,Raquel,Hernandez,1947-05-24 00:00:00,M,F,2.0
13998.0,33.0,Ethan,Martin,1948-10-23 00:00:00,M,M,2.0
13999.0,348.0,Elijah,Gonzales,1978-08-17 00:00:00,M,M,0.0
14000.0,536.0,Terry,Sharma,1977-04-26 00:00:00,S,M,0.0
14001.0,536.0,Hunter,Hill,1977-07-26 00:00:00,S,M,0.0
14002.0,612.0,Jacqueline,Reed,1977-10-27 00:00:00,S,F,0.0
14003.0,547.0,Angel,Ramirez,1977-10-05 00:00:00,S,M,0.0
14004.0,314.0,Caitlin,Kelly,1977-04-13 00:00:00,M,F,0.0
14005.0,355.0,Noah,Hughes,1977-05-13 00:00:00,M,M,0.0
14006.0,358.0,Brianna,Walker,1977-09-27 00:00:00,M,F,0.0
14007.0,2.0,Rebekah,Garcia,1949-08-26 00:00:00,M,F,2.0
14008.0,34.0,Karen,Liu,1949-07-14 00:00:00,M,F,2.0
14009.0,37.0,Brandy,Prasad,1949-09-05 00:00:00,M,F,2.0
14010.0,36.0,Thomas,Moore,1950-08-05 00:00:00,M,M,3.0
14011.0,17.0,Roger,Shen,1950-11-08 00:00:00,S,M,3.0
14012.0,27.0,Eddie,Vazquez,1950-02-12 00:00:00,M,M,2.0
14013.0,31.0,Jimmy,Blanco,1951-08-11 00:00:00,M,M,3.0
14014.0,5.0,Leslie,Serrano,1951-09-27 00:00:00,M,F,3.0
14015.0,39.0,Kurt,Lal,1951-04-19 00:00:00,M,M,3.0
14016.0,9.0,Mary,Sandidge,1951-01-14 00:00:00,M,M,3.0
14017.0,359.0,Chloe,Rodriguez,1980-11-22 00:00:00,S,F,0.0
14018.0,32.0,Nina,Rai,1952-01-02 00:00:00,M,F,3.0
14019.0,33.0,Kathleen,Romero,1952-07-21 00:00:00,M,F,3.0
14020.0,38.0,Kristine,Dominguez,1954-06-20 00:00:00,S,F,2.0
14021.0,623.0,Michelle,Richardson,1975-11-02 00:00:00,S,F,0.0
14022.0,627.0,Taylor,Lee,1975-06-05 00:00:00,S,F,0.0
14023.0,311.0,Beth,Carlson,1975-10-15 00:00:00,S,F,0.0
14024.0,348.0,Hannah,Moore,1975-12-23 00:00:00,S,F,0.0
14025.0,637.0,Robert,Alexander,1974-03-18 00:00:00,M,M,0.0
14026.0,635.0,Chloe,Butler,1974-05-01 00:00:00,S,F,0.0
14027.0,642.0,Carlos,Perez,1973-05-13 00:00:00,M,M,0.0
14028.0,609.0,Patricia,Srini,1973-07-12 00:00:00,S,F,0.0
14029.0,542.0,Christina,Morris,1976-08-22 00:00:00,M,F,0.0
14030.0,40.0,Lawrence,Sanz,1955-10-21 00:00:00,S,M,2.0
14031.0,10.0,Ruben,Suarez,1955-02-17 00:00:00,M,M,2.0
14032.0,15.0,Arthur,Chandra,1956-01-07 00:00:00,M,M,2.0
14033.0,29.0,Melinda,Torres,1957-02-19 00:00:00,S,F,2.0
14034.0,12.0,Dennis,Liang,1958-04-08 00:00:00,S,M,0.0
14035.0,329.0,Hunter,Hughes,1973-08-02 00:00:00,S,M,0.0
14036.0,546.0,Amanda,Torres,1974-06-27 00:00:00,M,F,0.0
14037.0,299.0,Lydia,Sara,1974-04-22 00:00:00,M,F,0.0
14038.0,18.0,Madison,Foster,1959-11-22 00:00:00,M,F,0.0
14039.0,39.0,Nathan,Wang,1959-09-19 00:00:00,S,M,0.0
14040.0,316.0,Stephanie,Morris,1957-05-12 00:00:00,S,F,2.0
14041.0,70.0,Danielle,Bell,1957-04-03 00:00:00,S,F,2.0
14042.0,648.0,Stephanie,Adams,1957-01-01 00:00:00,M,F,2.0
14043.0,547.0,Mary,Gonzalez,1957-02-28 00:00:00,S,F,2.0
14044.0,348.0,Thomas,Wright,1957-07-14 00:00:00,M,M,2.0
14045.0,20.0,Tanya,Ramos,1967-04-05 00:00:00,M,F,5.0
14046.0,36.0,Cheryl,Sanz,1967-06-04 00:00:00,M,F,4.0
14047.0,19.0,Linda,Alvarez,1962-10-15 00:00:00,S,F,1.0
14048.0,32.0,Wyatt,Mitchell,1962-04-03 00:00:00,M,M,1.0
14049.0,23.0,Gina,Hernandez,1962-09-07 00:00:00,M,F,1.0
14050.0,28.0,Manuel,Lopez,1966-05-16 00:00:00,S,M,0.0
14051.0,31.0,Nathaniel,Rivera,1966-04-14 00:00:00,S,M,0.0
14052.0,26.0,Jorge,Ma,1966-06-26 00:00:00,S,M,0.0
14053.0,17.0,Tamara,Huang,1966-09-17 00:00:00,S,F,0.0
14054.0,40.0,Reginald,Martin,1960-04-10 00:00:00,M,M,1.0
14055.0,14.0,Alejandro,Kumar,1960-07-03 00:00:00,M,M,1.0
14056.0,32.0,Nelson,Sanz,1960-04-27 00:00:00,M,M,1.0
14057.0,11.0,Lance,Alonso,1959-11-24 00:00:00,M,M,1.0
14058.0,20.0,Johnny,Anand,1965-06-14 00:00:00,S,M,0.0
14059.0,35.0,Rodney,Ramos,1965-12-22 00:00:00,M,M,5.0
14060.0,35.0,Cedric,Sharma,1965-11-27 00:00:00,M,M,5.0
14061.0,17.0,Naomi,Torres,1965-07-02 00:00:00,M,F,5.0
14062.0,25.0,Madison,Clark,1964-07-18 00:00:00,S,F,0.0
14063.0,8.0,Patrick,Sands,1964-08-08 00:00:00,S,F,0.0
14064.0,27.0,Stacey,Li,1964-06-09 00:00:00,S,F,0.0
14065.0,23.0,Samuel,Diaz,1963-07-27 00:00:00,S,M,0.0
14066.0,34.0,Melody,Jimenez,1962-11-23 00:00:00,S,F,1.0
14067.0,35.0,Larry,Sanz,1962-04-20 00:00:00,S,M,5.0
14068.0,12.0,Brent,McDonald,1962-06-04 00:00:00,M,M,5.0
14069.0,12.0,Joy,Serrano,1962-02-21 00:00:00,M,F,5.0
14070.0,38.0,Ricky,Alonso,1958-11-10 00:00:00,S,M,2.0
14071.0,26.0,Jack,Li,1958-11-27 00:00:00,S,M,2.0
14072.0,21.0,Allen,Smith,1957-03-24 00:00:00,M,M,1.0
14073.0,34.0,Gabriel,Alexander,1935-04-27 00:00:00,M,M,2.0
14074.0,23.0,Barbara,Xu,1949-06-07 00:00:00,M,F,2.0
14075.0,331.0,Robert,Harris,1976-11-20 00:00:00,S,M,0.0
14076.0,536.0,Justin,Ross,1976-02-27 00:00:00,M,M,0.0
14077.0,62.0,Bryan,Townsend,1976-04-13 00:00:00,S,M,0.0
14078.0,50.0,Ryan,Alexander,1975-11-23 00:00:00,M,M,0.0
14079.0,53.0,Lauren,Price,1976-03-14 00:00:00,S,F,0.0
14080.0,536.0,Cynthia,Srini,1976-05-19 00:00:00,S,F,0.0
14081.0,348.0,Nicole,Butler,1980-04-06 00:00:00,M,F,0.0
14082.0,536.0,Johnny,Jai,1980-05-06 00:00:00,S,M,0.0
14083.0,623.0,Nathan,Lopez,1980-11-03 00:00:00,M,M,0.0
14084.0,50.0,Robert,Lal,1980-05-06 00:00:00,S,M,0.0
14085.0,618.0,Nathan,Garcia,1980-03-02 00:00:00,M,M,0.0
14086.0,20.0,Maurice,Chander,1946-02-20 00:00:00,M,M,5.0
14087.0,27.0,Harold,Garcia,1937-05-05 00:00:00,S,M,2.0
14088.0,553.0,Alexandra,Lopez,1978-05-25 00:00:00,S,F,0.0
14089.0,316.0,Kaitlyn,Gray,1978-10-09 00:00:00,S,F,0.0
14090.0,314.0,Jennifer,Lewis,1977-10-16 00:00:00,M,F,0.0
14091.0,54.0,Logan,Thomas,1977-08-13 00:00:00,S,M,0.0
14092.0,609.0,Maurice,Nath,1977-11-24 00:00:00,S,M,0.0
14093.0,300.0,Jillian,Arthur,1977-04-19 00:00:00,S,F,0.0
14094.0,383.0,Amanda,Russell,1977-05-10 00:00:00,S,F,0.0
14095.0,343.0,Paige,Griffin,1976-09-10 00:00:00,M,F,0.0
14096.0,62.0,Samuel,Green,1979-08-20 00:00:00,S,M,0.0
14097.0,607.0,Johnathan,Srini,1979-09-26 00:00:00,M,M,0.0
14098.0,618.0,Allison,Lopez,1979-04-24 00:00:00,M,F,0.0
14099.0,13.0,Rafael,Lin,1939-11-24 00:00:00,M,M,2.0
14100.0,39.0,Alisha,Xu,1941-05-19 00:00:00,M,F,2.0
14101.0,10.0,Franklin,Lal,1942-09-11 00:00:00,M,M,2.0
14102.0,11.0,Lisa,Huang,1942-02-27 00:00:00,S,F,2.0
14103.0,13.0,Monique,Blanco,1943-10-06 00:00:00,S,F,2.0
14104.0,315.0,Sydney,James,1976-08-17 00:00:00,S,F,0.0
14105.0,336.0,Jackson,Zhang,1976-12-04 00:00:00,S,M,0.0
14106.0,348.0,Melissa,Hughes,1976-01-13 00:00:00,S,F,0.0
14107.0,50.0,Alexandra,Garcia,1975-07-24 00:00:00,S,F,0.0
14108.0,54.0,Thomas,Yang,1975-04-07 00:00:00,S,M,0.0
14109.0,359.0,Aidan,Gonzales,1974-08-23 00:00:00,M,M,0.0
14110.0,52.0,Dakota,Simmons,1973-06-11 00:00:00,S,M,0.0
14111.0,546.0,Michael,Anderson,1972-11-22 00:00:00,S,M,0.0
14112.0,310.0,Charles,Sanchez,1972-11-06 00:00:00,S,M,0.0
14113.0,644.0,Natalie,Lopez,1972-04-22 00:00:00,S,F,0.0
14114.0,312.0,Chloe,Martin,1972-01-07 00:00:00,M,F,0.0
14115.0,539.0,Samantha,Gonzales,1972-06-04 00:00:00,S,F,0.0
14116.0,638.0,Brianna,Torres,1968-02-18 00:00:00,S,F,0.0
14117.0,648.0,Emma,Cook,1968-10-23 00:00:00,S,F,0.0
14118.0,62.0,Elizabeth,Ross,1967-07-14 00:00:00,S,F,1.0
14119.0,52.0,Paige,Cooper,1967-06-11 00:00:00,S,F,0.0
14120.0,299.0,Gabrielle,Cooper,1967-06-17 00:00:00,M,F,0.0
14121.0,611.0,Devon,Goel,1967-07-13 00:00:00,S,M,0.0
14122.0,337.0,Kaitlyn,Miller,1942-02-13 00:00:00,M,F,5.0
14123.0,22.0,Erick,Mehta,1979-12-11 00:00:00,M,M,0.0
14124.0,4.0,Justin,Li,1980-09-11 00:00:00,M,M,0.0
14125.0,29.0,Shane,Gonzalez,1978-05-19 00:00:00,S,M,0.0
14126.0,39.0,Andy,Dominguez,1978-10-13 00:00:00,M,M,0.0
14127.0,21.0,Lacey,Zhang,1976-02-08 00:00:00,M,F,0.0
14128.0,26.0,Ian,Harris,1979-01-20 00:00:00,S,M,1.0
14129.0,15.0,Monica,Martinez,1979-10-18 00:00:00,M,F,0.0
14130.0,7.0,Rebekah,Serrano,1979-03-14 00:00:00,M,F,0.0
14131.0,2.0,Javier,Navarro,1978-08-16 00:00:00,M,M,0.0
14132.0,39.0,Brandon,Ross,1977-01-20 00:00:00,S,M,1.0
14133.0,25.0,Ricardo,Kumar,1977-11-16 00:00:00,S,M,0.0
14134.0,28.0,Cassandra,Fernandez,1977-06-13 00:00:00,S,F,0.0
14135.0,188.0,Clayton,Xie,1943-08-10 00:00:00,M,M,1.0
14136.0,223.0,Louis,She,1943-04-05 00:00:00,M,M,2.0
14137.0,155.0,Joy,Ruiz,1943-10-06 00:00:00,M,F,2.0
14138.0,133.0,Vincent,He,1943-10-16 00:00:00,S,M,2.0
14139.0,168.0,Meredith,Sai,1961-03-25 00:00:00,M,F,4.0
14140.0,160.0,Meagan,Sai,1961-07-08 00:00:00,M,F,4.0
14141.0,190.0,Ana,Bryant,1960-06-11 00:00:00,S,F,1.0
14142.0,154.0,Damien,Zheng,1960-09-13 00:00:00,M,M,1.0
14143.0,246.0,Jill,Sandoval,1960-03-13 00:00:00,S,F,1.0
14144.0,226.0,Lee,Gutierrez,1959-10-11 00:00:00,M,M,1.0
14145.0,197.0,Jessie,Ye,1959-02-15 00:00:00,S,M,1.0
14146.0,238.0,Toni,Sara,1959-07-22 00:00:00,M,F,2.0
14147.0,155.0,Marcus,Rivera,1958-03-17 00:00:00,M,M,1.0
14148.0,133.0,Shaun,Sharma,1958-03-12 00:00:00,M,M,1.0
14149.0,121.0,Donald,Srini,1960-10-27 00:00:00,M,M,3.0
14150.0,243.0,Billy,Munoz,1959-02-21 00:00:00,M,M,3.0
14151.0,188.0,Marie,Martin,1970-10-26 00:00:00,S,F,2.0
14152.0,190.0,Luke,Turner,1970-03-10 00:00:00,S,M,0.0
14153.0,120.0,Dylan,Lewis,1970-11-14 00:00:00,S,M,0.0
14154.0,213.0,Willie,Gao,1970-10-09 00:00:00,M,M,0.0
14155.0,261.0,Olivia,Morris,1970-09-10 00:00:00,M,F,0.0
14156.0,253.0,Preston,Gonzalez,1969-05-18 00:00:00,S,M,0.0
14157.0,255.0,Willie,Xu,1969-04-14 00:00:00,S,M,0.0
14158.0,277.0,Craig,Moreno,1969-02-04 00:00:00,S,M,0.0
14159.0,233.0,Jay,Malhotra,1969-11-12 00:00:00,S,M,0.0
14160.0,117.0,Brittney,Hu,1969-07-05 00:00:00,M,F,0.0
14161.0,115.0,Claudia,Li,1969-02-02 00:00:00,S,F,0.0
14162.0,131.0,Brett,Garcia,1969-11-18 00:00:00,M,M,0.0
14163.0,153.0,Ebony,Garcia,1969-10-23 00:00:00,M,F,0.0
14164.0,130.0,Kari,Smith,1969-11-12 00:00:00,S,F,0.0
14165.0,261.0,Natalie,Gray,1969-04-28 00:00:00,S,F,0.0
14166.0,208.0,Elizabeth,Jenkins,1922-10-11 00:00:00,M,F,3.0
14167.0,118.0,Pamela,Subram,1951-04-02 00:00:00,S,F,3.0
14168.0,207.0,Edwin,Guo,1951-09-25 00:00:00,M,M,2.0
14169.0,208.0,Carmen,Martinez,1968-04-16 00:00:00,S,F,3.0
14170.0,210.0,Rebekah,Moreno,1968-11-02 00:00:00,S,F,3.0
14171.0,118.0,Michele,Lal,1944-09-05 00:00:00,S,F,5.0
14172.0,247.0,Carla,Garcia,1944-04-21 00:00:00,S,F,3.0
14173.0,213.0,Tonya,Shan,1945-04-21 00:00:00,M,F,5.0
